0
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""New to Canada (Rental)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""No-fee Alt Lender""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Non-Permanent/Temporary Residents""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Open Mortgages""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Pre-Approval Programs""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Pre-Approval Programs With No Premium""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Professionals""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Purchase Plus Improvements""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Purchase Plus Improvements Uninsurable""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Raw/Vacant Land Financing""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""All properties must have a septic system and well for rural properties."", ""POLICY NAME"": ""Refinance""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Refinance on Rentals""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental Properties""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Reverse Mortgages""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Second Homes""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Spousal/Partner Buyout""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Standard Conventional Insurable Program""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires that applicants provide signed consent for information sharing prior to underwriting. This includes both primary and secondary applicants."", ""POLICY NAME"": ""Switch/Transfer""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""APPRAISAL, LEGAL AND TAXES""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Appraisal Details""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Appraisal Rebates""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Consent to release information form must be signed by all applicants prior to underwriting. The form is provided by the broker for submission."", ""POLICY NAME"": ""Approved Appraisers List""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Approved Lawyers""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""APV or AVM""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Dual Representation by Lawyer""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Legal Rebates""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Lender Collects and Pays Property Taxes""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Consent to release information must be signed by all applicants prior to underwriting."", ""POLICY NAME"": ""Loan on Appraised Value""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Loan on Purchase Price""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Max Capitalization & What Lender Pays For (Switch/Transfer)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Power of Attorney""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Title Insurance Details""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Title Vesting Period""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Will Pay Out: Personal, CRA or HST Tax Arrears""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting but does not provide consent forms to brokers."", ""POLICY NAME"": ""Will Pay Out: Property Tax Arrears""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""COMMISSIONS""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Finders Fees""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires that all applicants provide signed consent prior to underwriting. This includes but is not limited to explicit policies related to income verification, employment status, and property valuation."", ""POLICY NAME"": ""Renewal Pay""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Trailer Fees""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Volume Bonus""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""CREDIT REQUIREMENTS""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Consent to release information must be signed by all applicants prior to underwriting."", ""POLICY NAME"": ""Age of Credit Bureau (Days)""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires that applicants provide their own consent forms for sharing information with third parties."", ""POLICY NAME"": ""Bankruptcy Purchase""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Consent to release information is required from all applicants prior to underwriting, but the consent form must be signed and provided by the applicant directly."", ""POLICY NAME"": ""Bankruptcy Refinace""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Beacon <680 Max GDS/TDS""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Beacon >680 Max GDS/TDS""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires written consent from borrowers before proceeding with certain transactions, but does not provide the forms itself."", ""POLICY NAME"": ""Consumer Proposals ""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Credit Scores Based on Applicant Details""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Double Bankruptcy""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""GDS/TDS Exceptions""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""GDS/TDS for 2nd Mortgage""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""GDS/TDS for LOC""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Minimum Beacon Requirements""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Equifax Bureaus""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Transunion Bureaus""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""QUALIFYING & FEES""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Insurable/Insured Deals Only""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Insurers (Canada Guarantee)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires a signed consent form from all applicants prior to underwriting."", ""POLICY NAME"": ""Insurers (CMHC)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Insurers (Sagen)""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Lending Fee""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Maintenance Fee""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Qualify at Contract Rate""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Qualifying Rate for Conventional Deals""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Renewal Fees and Details""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""DOWN PAYMENT ""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Gifted Down Payment Aunt/Uncle""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Gifted From Immediately Family Member""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Gifted From Immediately Family Member (Rental)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires a written consent form to be signed by all applicants prior to underwriting."", ""POLICY NAME"": ""Gifted Money From Non-Family""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Government Grants""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""How Much of the Down Payment Can Be Gifted? (100% or % From Own Funds)""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires that customers must be present at the closing for the signing of documents."", ""POLICY NAME"": ""Rent to Own Agreements""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""RRSP Withdrawals""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires that applicants must provide a written consent before proceeding with any transaction, but the specific form or method of obtaining this consent is not explicitly detailed."", ""POLICY NAME"": ""Vendor Take Back Mortgages""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires that the client must consent to the release of information prior to any underwriting decision, but the institution does not provide a specific form for this purpose."", ""POLICY NAME"": ""BUSINESS FOR SELF INCOME""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""The property must be inspected for septic and well systems before being considered for financing."", ""POLICY NAME"": ""Add Backs (CCA and Business Use of Home)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Business for Self (Self-Employed) Confirmed""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Line 150 2 Year Average for BFS""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Line 150 Gross-up Income BFS""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Minimum Time in Business (BFS)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Self Declared Income""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Vehicle Allowance""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""INCOME""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Add Percent of Rents to Gross Income ""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Alimony/Child Support (Income)""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Assets as income ""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Assured Income for the Severely Handicapped (AISH)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires a signed consent form from all applicants prior to underwriting, which must be provided by the broker."", ""POLICY NAME"": ""Bonus / Overtime""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Canada Child Benefit (CCB)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""CCB Age Requirements""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""CCB How Much Can We Use? (% of Total Income)""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""The consent to release information is required but no specific form is provided by the lender."", ""POLICY NAME"": ""Co-signer Has to be Related""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Co-signer Required to be on Title""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Co-signer to Live in the Property""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Co-signers Allowed""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""Commissioned Income""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires applicants to provide a written consent form for information sharing, which must be signed by all parties involved."", ""POLICY NAME"": ""Contract Income""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Contributory Income""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Do You Accept People on Probation""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Employment Insurance""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Foster Care / Care Aide income""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Guarantor Has to be Related""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Guarantors Allowed""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Guarantors Required to be on Title""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Guarantors to Live in the Property""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Hourly""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Investment Income / RRIF""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires written consent from all applicants prior to underwriting but does not provide forms for this purpose."", ""POLICY NAME"": ""Long Term Disability""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Maximum Number of Applicants""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Non-Taxable/Tips""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""OAS - CPP - RPP (Pension Income)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""On-Indian Reserve (Income)""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Ontario Disability Support Program Income""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Parental/Maternity Leave""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Reduce Rental Expenses and Add to Gross Income""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental (Income): Non-Subject Property""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental (Income): Owner-Occupied + Separate Unit""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental (Income): Subject Property""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental (Income): Worksheet""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental Income at Market Rents""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental Pools""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Rental Surplus/Shortfall Calculation""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Short Term Disability""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Taxable Other""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Trust (Income)""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""WSIB (Income)""}"
---Error--- 
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": """", ""POLICY NAME"": ""EXPENSE PAYMENT CALCULATIONS""}"
"{""Y/N/M"": ""Y"", ""POLICY DETAILS"": ""Meridian requires signed consent from all applicants prior to underwriting, but does not provide consent forms to brokers."", ""POLICY NAME"": ""Alimony (Expense)""}"
"{""Y/N/M"": ""M"", ""POLICY DETAILS"": ""Meridian requires that all applicants must sign a consent form prior to underwriting, but this consent form is provided by the broker and signed directly with Meridian."", ""POLICY NAME"": ""Calculate Debt Payments as Stated on Credit Bureau""}"
